ID,Color,RGB,Source
1466,Upsdell red,AE2029,Encycolorpedia
1467,Quartz,51484F,Encycolorpedia
1468,Eggplant,614051,Encycolorpedia
1469,Big dip o'ruby,9C2542,Encycolorpedia
1470,Brown-nose,6B4423,Encycolorpedia
1471,Flattery,6B4423,Encycolorpedia
1472,Medium candy apple red,E2062C,Encycolorpedia
1473,Red,FF0000,Encycolorpedia
1474,Deep carmine,A9203E,Encycolorpedia
1475,Vivid violet,9F00FF,Encycolorpedia
1476,French wine,AC1E44,Encycolorpedia
1477,Blue sapphire,126180,Encycolorpedia
1478,Firebrick,B22222,Encycolorpedia
1479,Alabama Crimson,A32638,Encycolorpedia
1480,Hunter green,355E3B,Encycolorpedia
1481,Liver,534B4F,Encycolorpedia
1482,Deep Tuscan red,66424D,Encycolorpedia
1483,La Salle Green,087830,Encycolorpedia
1484,Sea blue,006994,Encycolorpedia
1485,Violet-blue,324AB2,Encycolorpedia
1486,Grape,6F2DA8,Encycolorpedia
1487,Auburn,A52A2A,Encycolorpedia
1488,Brown,A52A2A,Encycolorpedia
1489,Red-brown,A52A2A,Encycolorpedia
1490,New Car,214FC6,Encycolorpedia
1491,Cyber Grape,58427C,Encycolorpedia
1492,Red (Munsell),F2003C,Encycolorpedia
1493,Medium Persian blue,0067A5,Encycolorpedia
1494,Sapphire blue,0067A5,Encycolorpedia
1495,Tropical rain forest,00755E,Encycolorpedia
1496,Debian red,D70A53,Encycolorpedia
1497,Deep coffee,704241,Encycolorpedia
1498,Purple Heart,69359C,Encycolorpedia
1499,Boysenberry,873260,Encycolorpedia
1500,Ruddy,FF0028,Encycolorpedia
1501,Candy apple red,FF0800,Encycolorpedia
1502,Gray-asparagus,465945,Encycolorpedia
1503,Rose ebony,674846,Encycolorpedia
1504,Skobeloff,007474,Encycolorpedia
1505,Dark spring green,177245,Encycolorpedia
1506,B'dazzled Blue,2E5894,Encycolorpedia
1507,Mexican pink,E4007C,Encycolorpedia
1508,Cerulean blue,2A52BE,Encycolorpedia
1509,Russet,80461B,Encycolorpedia
1510,Carmine red,FF0038,Encycolorpedia
1511,Bole,79443B,Encycolorpedia
1512,Medium Tuscan red,79443B,Encycolorpedia
1513,Cardinal,C41E3A,Encycolorpedia
1514,Electric crimson,FF003F,Encycolorpedia
1515,Medium taupe,674C47,Encycolorpedia
1516,Pine green,01796F,Encycolorpedia
1517,Honolulu blue,006DB0,Encycolorpedia
1518,Denim,1560BD,Encycolorpedia
1519,Saddle brown,8B4513,Encycolorpedia
1520,Deep magenta,CC00CC,Encycolorpedia
1521,Crimson,DC143C,Encycolorpedia
1522,Islamic green,009000,Encycolorpedia
1523,Raspberry,E30B5D,Encycolorpedia
1524,Davy's grey,555555,Encycolorpedia
1525,Field drab,6C541E,Encycolorpedia
1526,Fire engine red,CE2029,Encycolorpedia
1527,American rose,FF033E,Encycolorpedia
1528,Umber,635147,Encycolorpedia
1529,Coffee,6F4E37,Encycolorpedia
1530,Tuscan brown,6F4E37,Encycolorpedia
1531,Folly,FF004F,Encycolorpedia
1532,Cordovan,893F45,Encycolorpedia
1533,Bright maroon,C32148,Encycolorpedia
1534,Maroon (Crayola),C32148,Encycolorpedia
1535,Lapis lazuli,26619C,Encycolorpedia
1536,Electric purple,BF00FF,Encycolorpedia
1537,India green,138808,Encycolorpedia
1538,Deep ruby,843F5B,Encycolorpedia
1539,Medium violet-red,C71585,Encycolorpedia
1540,Red-violet,C71585,Encycolorpedia
1541,Feldgrau,4D5D53,Encycolorpedia
1542,Chinese red,AA381E,Encycolorpedia
1543,Smokey topaz,933D41,Encycolorpedia
1544,Tuscan red,7C4848,Encycolorpedia
1545,Napier green,2A8000,Encycolorpedia
1546,Ruby,E0115F,Encycolorpedia
1547,French blue,0072BB,Encycolorpedia
1548,Antique bronze,665D1E,Encycolorpedia
1549,Wenge,645452,Encycolorpedia
1550,Brown (traditional),964B00,Encycolorpedia
1551,Ebony,555D50,Encycolorpedia
1552,Teal,008080,Encycolorpedia
1553,Scarlet (Crayola),FD0E35,Encycolorpedia
1554,Tractor red,FD0E35,Encycolorpedia
1555,Vivid orchid,CC00FF,Encycolorpedia
1556,Dogwood rose,D71868,Encycolorpedia
1557,CG Blue,007AA5,Encycolorpedia
1558,Bright pink,FF007F,Encycolorpedia
1559,Rose,FF007F,Encycolorpedia
1560,Teal green,00827F,Encycolorpedia
1561,Chestnut,954535,Encycolorpedia
1562,True Blue,0073CF,Encycolorpedia
1563,Lust,E62020,Encycolorpedia
1564,Celadon Blue,007BA7,Encycolorpedia
1565,Cerulean,007BA7,Encycolorpedia
1566,Fashion fuchsia,F400A1,Encycolorpedia
1567,Hollywood cerise,F400A1,Encycolorpedia
1568,Red (pigment),ED1C24,Encycolorpedia
1569,Ocean Boat Blue,0077BE,Encycolorpedia
1570,Maroon (X11),B03060,Encycolorpedia
1571,Rich maroon,B03060,Encycolorpedia
1572,North Texas Green,059033,Encycolorpedia
1573,Blue-violet,8A2BE2,Encycolorpedia
1574,Spanish crimson,E51A4C,Encycolorpedia
1575,Magenta (dye),CA1F7B,Encycolorpedia
1576,Magenta (process),FF0090,Encycolorpedia
1577,Metallic Seaweed,0A7E8C,Encycolorpedia
1578,Deep Space Sparkle,4A646C,Encycolorpedia
1579,Star command blue,007BBB,Encycolorpedia
1580,French raspberry,C72C48,Encycolorpedia
1581,Dark olive green,556B2F,Encycolorpedia
1582,Purple (X11),A020F0,Encycolorpedia
1583,Veronica,A020F0,Encycolorpedia
1584,International orange (Golden Gate Bridge),C0362C,Encycolorpedia
1585,Rust,B7410E,Encycolorpedia
1586,Brandeis blue,0070FF,Encycolorpedia
1587,Mahogany,C04000,Encycolorpedia
1588,Stormcloud,4F666A,Encycolorpedia
1589,Forest green,228B22,Encycolorpedia
1590,Phlox,DF00FF,Encycolorpedia
1591,Psychedelic purple,DF00FF,Encycolorpedia
1592,Medium carmine,AF4035,Encycolorpedia
1593,Pale carmine,AF4035,Encycolorpedia
1594,Twilight lavender,8A496B,Encycolorpedia
1595,Alizarin crimson,E32636,Encycolorpedia
1596,Rose madder,E32636,Encycolorpedia
1597,Dark pastel red,C23B22,Encycolorpedia
1598,Persian red,CC3333,Encycolorpedia
1599,Iris,5A4FCF,Encycolorpedia
1600,Vivid cerise,DA1D81,Encycolorpedia
1601,Scarlet,FF2400,Encycolorpedia
1602,Dark cyan,008B8B,Encycolorpedia
1603,Dark lavender,734F96,Encycolorpedia
1604,Plum (traditional),8E4585,Encycolorpedia
1605,Dark orchid,9932CC,Encycolorpedia
1606,Rusty red,DA2C43,Encycolorpedia
1607,Cadet,536872,Encycolorpedia
1608,Amazon,3B7A57,Encycolorpedia
1609,Dark electric blue,536878,Encycolorpedia
1610,Payne's grey,536878,Encycolorpedia
1611,Fandango,B53389,Encycolorpedia
1612,Ferrari Red,FF2800,Encycolorpedia
1613,Queen blue,436B95,Encycolorpedia
1614,Sinopia,CB410B,Encycolorpedia
1615,Bronze Yellow,737000,Encycolorpedia
1616,Teal blue,367588,Encycolorpedia
1617,Medium ruby,AA4069,Encycolorpedia
1618,Majorelle Blue,6050DC,Encycolorpedia
1619,Blue (NCS),0087BD,Encycolorpedia
1620,Red (RYB),FE2712,Encycolorpedia
1621,Medium red-violet,BB3385,Encycolorpedia
1622,Razzmatazz,E3256B,Encycolorpedia
1623,Sap green,507D2A,Encycolorpedia
1624,Fern green,4F7942,Encycolorpedia
1625,Avocado,568203,Encycolorpedia
1626,Steel pink,CC3366,Encycolorpedia
1627,Royal purple,7851A9,Encycolorpedia
1628,Amaranth,E52B50,Encycolorpedia
1629,UCLA Blue,536895,Encycolorpedia
1630,Royal fuchsia,CA2C92,Encycolorpedia
1631,Razzmic Berry,8D4E85,Encycolorpedia
1632,Azure,007FFF,Encycolorpedia
1633,Shamrock green,009E60,Encycolorpedia
1634,Deep Taupe,7E5E60,Encycolorpedia
1635,English red,AB4B52,Encycolorpedia
1636,Deep pink,FF1493,Encycolorpedia
1637,Fluorescent pink,FF1493,Encycolorpedia
1638,Coconut,965A3E,Encycolorpedia
1639,Dim gray,696969,Encycolorpedia
1640,Hooker's green,49796B,Encycolorpedia
1641,Byzantine,BD33A4,Encycolorpedia
1642,Sea green,2E8B57,Encycolorpedia
1643,Fuchsia,FF00FF,Encycolorpedia
1644,Magenta,FF00FF,Encycolorpedia
1645,Green (NCS),009F6B,Encycolorpedia
1646,Celadon Green,2F847C,Encycolorpedia
1647,Irresistible,B3446C,Encycolorpedia
1648,Raspberry rose,B3446C,Encycolorpedia
1649,Telemagenta,CF3476,Encycolorpedia
1650,Green (pigment),00A550,Encycolorpedia
1651,Jasper,D73B3E,Encycolorpedia
1652,Deep carmine pink,EF3038,Encycolorpedia
1653,Shocking pink,FC0FC0,Encycolorpedia
1654,Blue (Munsell),0093AF,Encycolorpedia
1655,Redwood,AB4E52,Encycolorpedia
1656,Rose vale,AB4E52,Encycolorpedia
1657,Cerise,DE3163,Encycolorpedia
1658,Cherry,DE3163,Encycolorpedia
1659,Raw umber,826644,Encycolorpedia
1660,Royal blue,4169E1,Encycolorpedia
1661,Blue (Crayola),1F75FE,Encycolorpedia
1662,Ultramarine blue,4166F5,Encycolorpedia
1663,Han blue,446CCF,Encycolorpedia
1664,Golden brown,996515,Encycolorpedia
1665,CG Red,E03C31,Encycolorpedia
1666,Dark blue-gray,666699,Encycolorpedia
1667,Viridian,40826D,Encycolorpedia
1668,Slate blue,6A5ACD,Encycolorpedia
1669,Bondi blue,0095B6,Encycolorpedia
1670,Rose taupe,905D5D,Encycolorpedia
1671,Brick red,CB4154,Encycolorpedia
1672,Coquelicot,FF3800,Encycolorpedia
1673,Deep chestnut,B94E48,Encycolorpedia
1674,Deep cerise,DA3287,Encycolorpedia
1675,Pastel brown,836953,Encycolorpedia
1676,China rose,A8516E,Encycolorpedia
1677,Jade,00A86B,Encycolorpedia
1678,Burnt orange,CC5500,Encycolorpedia
1679,Old lavender,796878,Encycolorpedia
1680,Mauve taupe,915F6D,Encycolorpedia
1681,Raspberry glace,915F6D,Encycolorpedia
1682,Rich electric blue,0892D0,Encycolorpedia
1683,Ginger,B06500,Encycolorpedia
1684,GO green,00AB66,Encycolorpedia
1685,Fuchsia rose,C74375,Encycolorpedia
1686,Green (Munsell),00A877,Encycolorpedia
1687,Antique fuchsia,915C83,Encycolorpedia
1688,Tenné (Tawny),CD5700,Encycolorpedia
1689,French bistre,856D4D,Encycolorpedia
1690,Cinnabar,E34234,Encycolorpedia
1691,Vermilion (cinnabar),E34234,Encycolorpedia
1692,French lilac,86608E,Encycolorpedia
1693,Pomp and Power,86608E,Encycolorpedia
1694,Bittersweet shimmer,BF4F51,Encycolorpedia
1695,Smitten,C84186,Encycolorpedia
1696,Illuminating Emerald,319177,Encycolorpedia
1697,Heart Gold,808000,Encycolorpedia
1698,Olive,808000,Encycolorpedia
1699,Bistre brown,967117,Encycolorpedia
1700,Drab,967117,Encycolorpedia
1701,Mode beige,967117,Encycolorpedia
1702,Sand dune,967117,Encycolorpedia
1703,Sandy taupe,967117,Encycolorpedia
1704,Persian green,00A693,Encycolorpedia
1705,Blue-green,0D98BA,Encycolorpedia
1706,Magenta (Pantone),D0417E,Encycolorpedia
1707,Tufts Blue,417DC1,Encycolorpedia
1708,Ruber,CE4676,Encycolorpedia
1709,Light brown,B5651D,Encycolorpedia
1710,Orange-red,FF4500,Encycolorpedia
1711,Hot magenta,FF1DCE,Encycolorpedia
1712,Deep lilac,9955BB,Encycolorpedia
1713,Sonic silver,757575,Encycolorpedia
1714,Spanish bistre,80755A,Encycolorpedia
1715,Copper rose,996666,Encycolorpedia
1716,Dark terra cotta,CC4E5C,Encycolorpedia
1717,Gold Fusion,85754E,Encycolorpedia
1718,Steel blue,4682B4,Encycolorpedia
1719,Persian rose,FE28A2,Encycolorpedia
1720,Alloy orange,C46210,Encycolorpedia
1721,Dark chestnut,986960,Encycolorpedia
1722,Radical Red,FF355E,Encycolorpedia
1723,Mulberry,C54B8C,Encycolorpedia
1724,Olive Drab #3,6B8E23,Encycolorpedia
1725,Windsor tan,AE6838,Encycolorpedia
1726,Tangelo,F94D00,Encycolorpedia
1727,Ruddy brown,BB6528,Encycolorpedia
1728,Toolbox,746CC0,Encycolorpedia
1729,Cerise pink,EC3B83,Encycolorpedia
1730,Dark pastel green,03C03C,Encycolorpedia
1731,Coral red,FF4040,Encycolorpedia
1732,Cedar Chest,C95A49,Encycolorpedia
1733,Rhythm,777696,Encycolorpedia
1734,AuroMetalSaurus,6E7F80,Encycolorpedia
1735,Lavender indigo,9457EB,Encycolorpedia
1736,Navy purple,9457EB,Encycolorpedia
1737,Persimmon,EC5800,Encycolorpedia
1738,Carmine pink,EB4C42,Encycolorpedia
1739,Dodger blue,1E90FF,Encycolorpedia
1740,Dark coral,CD5B45,Encycolorpedia
1741,International orange (aerospace),FF4F00,Encycolorpedia
1742,Shadow,8A795D,Encycolorpedia
1743,Green (Crayola),1CAC78,Encycolorpedia
1744,Flame,E25822,Encycolorpedia
1745,Bleu de France,318CE7,Encycolorpedia
1746,Orioles orange,FB4F14,Encycolorpedia
1747,Smoke,738276,Encycolorpedia
1748,Pale brown,987654,Encycolorpedia
1749,Medium slate blue,7B68EE,Encycolorpedia
1750,Slate gray,708090,Encycolorpedia
1751,Dirt,9B7653,Encycolorpedia
1752,Neon fuchsia,FE4164,Encycolorpedia
1753,Glaucous,6082B6,Encycolorpedia
1754,Spanish sky blue,00AAE4,Encycolorpedia
1755,Indian red,CD5C5C,Encycolorpedia
1756,Metallic Sunburst,9C7C38,Encycolorpedia
1757,Spanish orange,E86100,Encycolorpedia
1758,Xanadu,738678,Encycolorpedia
1759,Camouflage green,78866B,Encycolorpedia
1760,Dark yellow,9B870C,Encycolorpedia
1761,Blast-off bronze,A57164,Encycolorpedia
1762,Chocolate,D2691E,Encycolorpedia
1763,Cinnamon,D2691E,Encycolorpedia
1764,Cocoa brown,D2691E,Encycolorpedia
1765,Medium vermilion,D9603B,Encycolorpedia
1766,Vermilion (Plochere),D9603B,Encycolorpedia
1767,Air Force blue (RAF),5D8AA8,Encycolorpedia
1768,Rackley,5D8AA8,Encycolorpedia
1769,Gray,808080,Encycolorpedia
1770,Gray,808080,Encycolorpedia
1771,Trolley Grey,808080,Encycolorpedia
1772,Jungle green,29AB87,Encycolorpedia
1773,Dark tan,918151,Encycolorpedia
1774,Copper,B87333,Encycolorpedia
1775,Chamoisee,A0785A,Encycolorpedia
1776,Copper penny,AD6F69,Encycolorpedia
1777,Amethyst,9966CC,Encycolorpedia
1778,Deep fuchsia,C154C1,Encycolorpedia
1779,Fuchsia (Crayola),C154C1,Encycolorpedia
1780,Bazaar,98777B,Encycolorpedia
1781,Razzle dazzle rose,FF33CC,Encycolorpedia
1782,Medium orchid,BA55D3,Encycolorpedia
1783,Fandango pink,DE5285,Encycolorpedia
1784,Rocket metallic,8A7F80,Encycolorpedia
1785,Blueberry,4F86F7,Encycolorpedia
1786,Jelly Bean,DA614E,Encycolorpedia
1787,Rose bonbon,F9429E,Encycolorpedia
1788,Battleship grey,848482,Encycolorpedia
1789,Old silver,848482,Encycolorpedia
1790,Raspberry pink,E25098,Encycolorpedia
1791,Giants orange,FE5A1D,Encycolorpedia
1792,Café au lait,A67B5B,Encycolorpedia
1793,French beige,A67B5B,Encycolorpedia
1794,Tuscan tan,A67B5B,Encycolorpedia
1795,Fuzzy Wuzzy,CC6666,Encycolorpedia
1796,French rose,F64A8A,Encycolorpedia
1797,Tiffany Blue,0ABAB5,Encycolorpedia
1798,Light slate gray,778899,Encycolorpedia
1799,Dark pink,E75480,Encycolorpedia
1800,Rose gold,B76E79,Encycolorpedia
1801,Red-orange,FF5349,Encycolorpedia
1802,Ube,8878C3,Encycolorpedia
1803,Light sea green,20B2AA,Encycolorpedia
1804,Mountbatten pink,997A8D,Encycolorpedia
1805,Ball Blue,21ABCD,Encycolorpedia
1806,Copper red,CB6D51,Encycolorpedia
1807,Bright cerulean,1DACD6,Encycolorpedia
1808,Celestial blue,4997D0,Encycolorpedia
1809,Cyan (process),00B7EB,Encycolorpedia
1810,Pearly purple,B768A2,Encycolorpedia
1811,Wild Strawberry,FF43A4,Encycolorpedia
1812,Dark pastel purple,966FD6,Encycolorpedia
1813,Medium purple,9370DB,Encycolorpedia
1814,Ochre,CC7722,Encycolorpedia
1815,Dark goldenrod,B8860B,Encycolorpedia
1816,Kelly green,4CBB17,Encycolorpedia
1817,Cinereous,98817B,Encycolorpedia
1818,Portland Orange,FF5A36,Encycolorpedia
1819,Taupe gray,8B8589,Encycolorpedia
1820,Turkish rose,B57281,Encycolorpedia
1821,Medium sea green,3CB371,Encycolorpedia
1822,Blush,DE5D83,Encycolorpedia
1823,Beaver,9F8170,Encycolorpedia
1824,Purple mountain majesty,9678B6,Encycolorpedia
1825,Wild orchid,D77A02,Encycolorpedia
1826,Deep carrot orange,E9692C,Encycolorpedia
1827,Rich lavender,A76BCF,Encycolorpedia
1828,Roman silver,838996,Encycolorpedia
1829,Safety orange (blaze orange),FF6700,Encycolorpedia
1830,Caribbean green,00CC99,Encycolorpedia
1831,Lavender purple,967BB6,Encycolorpedia
1832,Rich lilac,B666D2,Encycolorpedia
1833,University of California Gold,B78727,Encycolorpedia
1834,United Nations blue,5B92E5,Encycolorpedia
1835,Cadet blue,5F9EA0,Encycolorpedia
1836,Violet-red,F75394,Encycolorpedia
1837,Green (RYB),66B032,Encycolorpedia
1838,Mint,3EB489,Encycolorpedia
1839,Mountain Meadow,30BA8F,Encycolorpedia
1840,Malachite,0BDA51,Encycolorpedia
1841,Lime green,32CD32,Encycolorpedia
1842,Capri,00BFFF,Encycolorpedia
1843,Deep sky blue,00BFFF,Encycolorpedia
1844,Bronze,CD7F32,Encycolorpedia
1845,Light carmine pink,E66771,Encycolorpedia
1846,Tomato,FF6347,Encycolorpedia
1847,Robin egg blue,00CCCC,Encycolorpedia
1848,Blue-gray,6699CC,Encycolorpedia
1849,Super pink,CF6BA9,Encycolorpedia
1850,Strawberry,FC5A8D,Encycolorpedia
1851,Cornflower blue,6495ED,Encycolorpedia
1852,Brilliant rose,FF55A3,Encycolorpedia
1853,Magenta (Crayola),FF55A3,Encycolorpedia
1854,Dark turquoise,00CED1,Encycolorpedia
1855,Terra cotta,E2725B,Encycolorpedia
1856,Verdigris,43B3AE,Encycolorpedia
1857,Deer,BA8759,Encycolorpedia
1858,Fulvous,E48400,Encycolorpedia
1859,Cerulean frost,6D9BC3,Encycolorpedia
1860,Brink pink,FB607F,Encycolorpedia
1861,Spiro Disco Ball,0FC0FC,Encycolorpedia
1862,Peru,CD853F,Encycolorpedia
1863,Purple pizzazz,FE4EDA,Encycolorpedia
1864,Burnt sienna,E97451,Encycolorpedia
1865,Light red ochre,E97451,Encycolorpedia
1866,Cool grey,8C92AC,Encycolorpedia
1867,Gray-blue,8C92AC,Encycolorpedia
1868,Old rose,C08081,Encycolorpedia
1869,Light taupe,B38B6D,Encycolorpedia
1870,Pumpkin,FF7518,Encycolorpedia
1871,English lavender,B48395,Encycolorpedia
1872,Pale red-violet,DB7093,Encycolorpedia
1873,Pale violet-red,"B7093 ",Encycolorpedia
1874,Sky magenta,CF71AF,Encycolorpedia
1875,University of Tennessee Orange,F77F00,Encycolorpedia
1876,Candy pink,E4717A,Encycolorpedia
1877,Tango pink,E4717A,Encycolorpedia
1878,Vivid sky blue,00CCFF,Encycolorpedia
1879,Pastel red,FF6961,Encycolorpedia
1880,Apple green,8DB600,Encycolorpedia
1881,Outrageous Orange,FF6E4A,Encycolorpedia
1882,Electric green,00FF00,Encycolorpedia
1883,Green (X11 green),00FF00,Encycolorpedia
1884,Lime (X11 green),00FF00,Encycolorpedia
1885,China pink,DE6FA1,Encycolorpedia
1886,Thulian pink,DE6FA1,Encycolorpedia
1887,Air superiority blue,72A0C1,Encycolorpedia
1888,SAE/ECE Amber,FF7E00,Encycolorpedia
1889,Citron,9FA91F,Encycolorpedia
1890,Harvest Gold,DA9100,Encycolorpedia
1891,Tangerine,F28500,Encycolorpedia
1892,Orange,FF7F00,Encycolorpedia
1893,Opera mauve,B784A7,Encycolorpedia
1894,Little boy blue,6CA0DC,Encycolorpedia
1895,Light crimson,F56991,Encycolorpedia
1896,Dark pastel blue,779ECB,Encycolorpedia
1897,Asparagus,87A96B,Encycolorpedia
1898,Bittersweet,FE6F5E,Encycolorpedia
1899,UFO Green,3CD070,Encycolorpedia
1900,Lavender (floral),B57EDC,Encycolorpedia
1901,Wild Watermelon,FC6C85,Encycolorpedia
1902,Manatee,979AAA,Encycolorpedia
1903,Emerald,50C878,Encycolorpedia
1904,Paris Green,50C878,Encycolorpedia
1905,Deep mauve,D473D4,Encycolorpedia
1906,French mauve,D473D4,Encycolorpedia
1907,Iceberg,71A6D2,Encycolorpedia
1908,Cadmium orange,ED872D,Encycolorpedia
1909,Orchid,DA70D6,Encycolorpedia
1910,New York pink,D7837F,Encycolorpedia
1911,Moonstone blue,73A9C2,Encycolorpedia
1912,Grullo,A99A86,Encycolorpedia
1913,Rosy brown,BC8F8F,Encycolorpedia
1914,Tiger's eye,E08D3C,Encycolorpedia
1915,Copper (Crayola),DA8A67,Encycolorpedia
1916,Pale copper,DA8A67,Encycolorpedia
1917,Lemon curry,CCA01D,Encycolorpedia
1918,Puce,CC8899,Encycolorpedia
1919,Hot pink,FF69B4,Encycolorpedia
1920,Dark orange,FF8C00,Encycolorpedia
1921,Brass,B5A642,Encycolorpedia
1922,Cadet grey,91A3B0,Encycolorpedia
1923,Rose quartz,AA98A9,Encycolorpedia
1924,Rose pink,FF66CC,Encycolorpedia
1925,Persian orange,D99058,Encycolorpedia
1926,Carrot orange,ED9121,Encycolorpedia
1927,Pale taupe,BC987E,Encycolorpedia
1928,Coral,FF7F50,Encycolorpedia
1929,Princeton orange,FF8F00,Encycolorpedia
1930,Mango Tango,FF8243,Encycolorpedia
1931,Camel,C19A6B,Encycolorpedia
1932,Desert,C19A6B,Encycolorpedia
1933,Fallow,C19A6B,Encycolorpedia
1934,Lion,C19A6B,Encycolorpedia
1935,Wood brown,C19A6B,Encycolorpedia
1936,Shimmering Blush,D98695,Encycolorpedia
1937,Mantis,74C365,Encycolorpedia
1938,Gamboge,E49B0F,Encycolorpedia
1939,Dollar bill,85BB65,Encycolorpedia
1940,Satin sheen gold,CBA135,Encycolorpedia
1941,Light coral,F08080,Encycolorpedia
1942,Ceil,92A1CF,Encycolorpedia
1943,Limerick,9DC209,Encycolorpedia
1944,Antique brass,CD9575,Encycolorpedia
1945,Turquoise,30D5C8,Encycolorpedia
1946,Heliotrope,DF73FF,Encycolorpedia
1947,Bright turquoise,08E8DE,Encycolorpedia
1948,Guppie green,00FF7F,Encycolorpedia
1949,Spring green,00FF7F,Encycolorpedia
1950,Medium spring green,00FA9A,Encycolorpedia
1951,Tuscany,C09999,Encycolorpedia
1952,Congo pink,F88379,Encycolorpedia
1953,Coral pink,F88379,Encycolorpedia
1954,Tea rose (orange),F88379,Encycolorpedia
1955,Orange (RYB),FB9902,Encycolorpedia
1956,Goldenrod,DAA520,Encycolorpedia
1957,Eucalyptus,44D7A8,Encycolorpedia
1958,Pastel purple,B39EB5,Encycolorpedia
1959,Sheen Green,8FD400,Encycolorpedia
1960,Blue Bell,A2A2D0,Encycolorpedia
1961,Medium turquoise,48D1CC,Encycolorpedia
1962,Ruddy pink,E18E96,Encycolorpedia
1963,Olivine,9AB973,Encycolorpedia
1964,Harlequin,3FFF00,Encycolorpedia
1965,Dark gray,A9A9A9,Encycolorpedia
1966,Neon green,39FF14,Encycolorpedia
1967,Light pastel purple,B19CD9,Encycolorpedia
1968,Dark sea green,8FBC8F,Encycolorpedia
1969,Orange peel,FF9F00,Encycolorpedia
1970,Bright lavender,BF94E4,Encycolorpedia
1971,Persian pink,F77FBE,Encycolorpedia
1972,Salmon,FF8C69,Encycolorpedia
1973,Shocking pink (Crayola),FF6FFF,Encycolorpedia
1974,Ultra pink,FF6FFF,Encycolorpedia
1975,French sky blue,77B5FE,Encycolorpedia
1976,Tulip,FF878D,Encycolorpedia
1977,Dark salmon,E9967A,Encycolorpedia
1978,Android Green,A4C639,Encycolorpedia
1979,Deep saffron,FF9933,Encycolorpedia
1980,Silver chalice,ACACAC,Encycolorpedia
1981,Yellow-green,9ACD32,Encycolorpedia
1982,Charm pink,E68FAC,Encycolorpedia
1983,Light Thulian pink,E68FAC,Encycolorpedia
1984,Gold (metallic),D4AF37,Encycolorpedia
1985,Pistachio,93C572,Encycolorpedia
1986,Urobilin,E1AD21,Encycolorpedia
1987,Orange (web color),FFA500,Encycolorpedia
1988,Pastel violet,CB99C9,Encycolorpedia
1989,Wild blue yonder,A2ADD0,Encycolorpedia
1990,Vegas gold,C5B358,Encycolorpedia
1991,Chrome yellow,FFA700,Encycolorpedia
1992,Lavender magenta,EE82EE,Encycolorpedia
1993,Violet,EE82EE,Encycolorpedia
1994,Old gold,CFB53B,Encycolorpedia
1995,Fuchsia pink,FF77FF,Encycolorpedia
1996,Tickle Me Pink,FC89AC,Encycolorpedia
1997,Dark khaki,BDB76B,Encycolorpedia
1998,Indian yellow,E3A857,Encycolorpedia
1999,Pink Sherbet,F78FA7,Encycolorpedia
2000,Maya blue,73C2FB,Encycolorpedia
2001,Dark tangerine,FFA812,Encycolorpedia
2002,Turquoise blue,00FFEF,Encycolorpedia
2003,Ecru,C2B280,Encycolorpedia
2004,Sand,C2B280,Encycolorpedia
2005,Light medium orchid,D39BCB,Encycolorpedia
2006,Earth yellow,E1A95F,Encycolorpedia
2007,Laurel green,A9BA9D,Encycolorpedia
2008,Atomic tangerine,FF9966,Encycolorpedia
2009,Pink-orange,FF9966,Encycolorpedia
2010,Lilac,C8A2C8,Encycolorpedia
2011,Dark sky blue,8CBED6,Encycolorpedia
2012,Pale magenta,F984E5,Encycolorpedia
2013,Khaki,C3B091,Encycolorpedia
2014,Flamingo pink,FC8EAC,Encycolorpedia
2015,Orchid pink,F28DCD,Encycolorpedia
2016,Aqua,00FFFF,Encycolorpedia
2017,Cyan,00FFFF,Encycolorpedia
2018,Electric cyan,00FFFF,Encycolorpedia
2019,Pastel green,77DD77,Encycolorpedia
2020,Wisteria,C9A0DC,Encycolorpedia
2021,Light fuchsia pink,F984EF,Encycolorpedia
2022,Neon Carrot,FFA343,Encycolorpedia
2023,Medium aquamarine,66DDAA,Encycolorpedia
2024,Salmon pink,FF91A4,Encycolorpedia
2025,Mauvelous,EF98AA,Encycolorpedia
2026,Carolina blue,99BADD,Encycolorpedia
2027,Sandy brown,F4A460,Encycolorpedia
2028,Bright green,66FF00,Encycolorpedia
2029,Silver pink,C4AEAD,Encycolorpedia
2030,Eton blue,96C8A2,Encycolorpedia
2031,Fawn,E5AA70,Encycolorpedia
2032,Baker-Miller pink,FF91AF,Encycolorpedia
2033,Schauss pink,FF91AF,Encycolorpedia
2034,UCLA Gold,FFB300,Encycolorpedia
2035,Tumbleweed,DEAA88,Encycolorpedia
2036,Cambridge Blue,A3C1AD,Encycolorpedia
2037,Pastel pink,DEA5A4,Encycolorpedia
2038,Bright ube,D19FE8,Encycolorpedia
2039,Meat brown,E5B73B,Encycolorpedia
2040,Light salmon pink,FF9999,Encycolorpedia
2041,Light salmon,FFA07A,Encycolorpedia
2042,Tan,D2B48C,Encycolorpedia
2043,Kobi,E79FC4,Encycolorpedia
2044,Lawn green,7CFC00,Encycolorpedia
2045,Medium lavender magenta,DDA0DD,Encycolorpedia
2046,Pale plum,DDA0DD,Encycolorpedia
2047,Plum,DDA0DD,Encycolorpedia
2048,Ash grey,B2BEB5,Encycolorpedia
2049,Selective yellow,FFBA00,Encycolorpedia
2050,Pastel magenta,F49AC2,Encycolorpedia
