# 🚨
# 🚨 Source: https://www.ugent.be/pp/experimentele-psychologie/en/research/documents/subtlexus/subtlexus5.zip::SUBTLEXusrawdata.dat
# 🚨
Word	FREQcount	CDcount
T-shirts	113	92
T-Shirts	1	1
T-shit	1	1
T-square	1	1
T-squares	1	1
T-system	1	1
T-T--	3	1
T-T-F-N	2	1
T-T-T-T--	1	1
t-t-t-t-	1	1
T-T-T-T-T--	1	1
T-T-T-T-That	1	1
t-t-t-t-the	1	1
t-t-t-to	1	1
T-T-T-Torrance	2	1
t-t-t-tough	1	1
t-t-t-trouble	1	1
T-T-T-Twenty-nin	1	1
t-t-t	2	1
T-T-T	2	2
t-t-tank	1	1
t-t-tense	1	1
t-t-territory	1	1
t-t-that	3	3
T-T-That	1	1
t-t-the--	1	1
T-T-The	1	1
T-T-There	2	2
t-t-three	1	1
t-t-tired	1	1
t-t-to	1	1
t-t-too	1	1
t-t-trails	1	1
T-t-tria	1	1
t-t-trooper	1	1
t-t-trying	1	1
t-t-two	1	1
T-T-Two	1	1
T-T-Y-L	1	1
t-take-any-crap-	1	1
t-Take-Orders-	1	1
t-take	2	2
t-talk	1	1
t-tell-Rachel	1	1
t-tell-you-what	1	1
t-tell	5	5
T-tell	1	1
T-Tell	1	1
t-telling	1	1
T-Terrific	1	1
t-thank	1	1
T-Thank	1	1
t-that-hard	1	1
t-that	1	1
T-that	1	1
T-That	8	8
T-The	3	3
t-there	2	2
T-there	1	1
t-they-both-gorg	1	1
t-they	2	2
T-They	2	2
t-Think-I-Can-Do	1	1
t-think-so	1	1
T-this	1	1
T-This	4	4
t-three	1	1
T-Throw	1	1
T-time	11	2
t-tired	1	1
T-to-the-fourth-	1	1
t-to	3	3
T-Tobikunai	1	1
t-today	1	1
T-Today	1	1
t-told	2	2
t-took	1	1
T-top	17	10
T-Torisuke	1	1
t-totally	1	1
T-transformed	1	1
t-Trust-Nobody	1	1
t-truth	1	1
T-Try	1	1
T-tube	1	1
t-tunnel	1	1
t-Turn-On-Dirt	1	1
T-Turn	1	1
t-twenty	1	1
T-Two--	1	1
t-two	1	1
T-Two	1	1
T-Typhon	1	1
T-U-E-S-D-A-Y	1	1
T-U-P-H	1	1
T-U-R-A	1	1
t-uh	1	1
t-understand-me	1	1
T-V-C	1	1
T-Ville	1	1
T-W-E-A-k-I-N-G	1	1
T-W-O	1	1
t-want-to-go-the	1	1
T-wave	2	1
T-waves	2	2
t-We	1	1
t-Why	1	1
t-Wonderful	1	1
t-Write-For-Toff	2	1
T-Y-L-E-R	3	1
t-you-call-me	1	1
t-you	2	2
T-Z-I-G-A-N-E	1	1
t-zelle	1	1
t-zone	1	1
T-zone	3	2
t	729896	8351
T	3442	1221
ta--	1	1
Ta--	1	1
ta-	1	1
Ta-	1	1
TA-	3	2
Ta-aah	1	1
ta-da	6	6
Ta-da	119	106
Ta-Da	1	1
ta-dah	1	1
Ta-dah	10	10
Ta-dee-da-da	1	1
Ta-dow	5	1
ta-dum	1	1
Ta-dum	1	1
Ta-freakin	1	1
Ta-hoe	1	1
ta-if	1	1
Ta-Koro	7	1
Ta-Metru	2	1
Ta-Na	1	1
Ta-pao	1	1
Ta-ra-ra-boom-de	2	1
Ta-ra-ra	3	1
ta-ra	5	2
Ta-ra	7	4
Ta-raa	1	1
Ta-rah-rah	8	1
Ta-ranta-ra	1	1
Ta-ranta-ranta-r	2	1
ta-ta--	1	1
Ta-ta-da-da	2	1
ta-ta-la	1	1
Ta-ta-ta-da	1	1
Ta-ta-ta-ta	1	1
ta-ta	19	11
Ta-ta	56	46
Ta-Ta	1	1
Ta-Taka-Ki-Kek	1	1
ta-tas	2	2
ta-Todd	1	1
Ta-wen	1	1
Ta-ya	1	1
ta	90	55
Ta	125	58
TA	16	12
t�	6	6
Taa	1	1
taal	1	1
Taal	1	1
Taalib	10	1
Taape	1	1
Taarak	5	1
Taarakian	7	1
Taarna	4	1
tab--	1	1
tab	258	211
Tab	34	20
TaB	1	1
TAB	1	1
tabac	1	1
Tabac	2	1
tabaco	1	1
tabaki	2	1
Tabaki	1	1
tabako	1	1
Tabako	1	1
Tabarin	1	1
tabasco	3	3
Tabasco	20	19
Tabash	7	4
Tabatha	1	1
tabbed	1	1
tabbies	2	2
tabbouleh	2	2
Tabbouleh	3	2
Tabbs	1	1
tabby	14	10
Tabby	23	8
Taber	21	2
tabernacle	26	11
Tabernacle	10	8
Tabes	11	1
Tabibu	6	1
Tabin	3	2
Tabinaka	1	1
Tabitha	21	14
Tabitlha	1	1
tabla	1	1
table--	5	5
table-	2	2
table-bed	1	1
table-card	1	1
table-dancing	1	1
table-for-one	2	2
table-hop	2	2
table-hopping	1	1
table-tilting	1	1
table-top	1	1
table	5136	2826
Table	248	187
TABLE	3	1
tableau--	1	1
tableau	8	7
tableaux	1	1
tablecloth	47	39
Tablecloth	1	1
tablecloths	36	33
Tablecloths	2	2
tabled	1	1
tablemates	1	1
tables--	1	1
tables	591	461
Tables	8	8
tableside	1	1
tablespoon	9	8
tablespoonful	1	1
tablespoons	3	1
tablet	72	40
Tablet	4	1
tabletop	5	4
tabletops	3	2
tablets	71	54
Tablets	1	1
tabletses	1	1
tableware	2	2
tabling	3	3
Tabling	1	1
tabloid--	1	1
tabloid	55	49
Tabloid	1	1
tabloids	45	44
Tabloids	4	4
taboo	55	43
Taboo	7	4
taboos	12	11
Taboos	1	1
tabor	1	1
Tabor	9	2
tabouli	1	1
Tabram	4	1
tabs	103	97
Tabs	5	2
tabula	2	2
Tabula	2	2
tabulate	1	1
tabulating	1	1
tabulation	2	2
Tabulation	1	1
tabulations	1	1
Tabulations	1	1
tabule	1	1
tabuleiro	4	1
tabulously	1	1
taby	2	2
Tac-	2	2
TAC-	1	1
Tac-Four	1	1
tac-one	1	1
tac-ops	3	3
tac	31	20
Tac	31	26
TAC	34	14
tacan	1	1
tacchino	3	1
tace	4	3
tacet	1	1
tach	19	16
Tach	2	1
tache	1	1
Tache	1	1
Tachibana	12	3
Tachicardy	2	2
Tachihara	3	1
Tachikoma	3	1
taching	4	4
Tachistoscopic	1	1
TACHl	1	1
tachometer	3	2
tachy	23	20
Tachy	19	15
Tachyarrhythmia	1	1
tachycardia--	1	1
tachycardia	12	11
Tachycardia	4	4
Tachycardiac	1	1
tachycardic	13	12
Tachyon-enhanced	1	1
tachyon	4	4
Tachyon	2	2
tachyons--	1	1
Tachyons	1	1
tachypnea	1	1
tachypneic	2	2
Tachypneic	2	2
tachypnic	1	1
tacit	7	6
tacitly	3	3
taciturn	7	7
Taciturn	1	1
Tacitus	1	1
tack	90	67
Tack	18	7
tacked	10	10
Tacked	1	1
tacker	1	1
Tacket	1	1
tackhead	1	1
tackiest	2	2
tackiness	1	1
tacking	2	2
tackle	199	162
Tackle	20	14
Tackleberry	14	2
tackled	37	35
Tackled	1	1
tackler	2	1
tacklers	1	1
tackles	15	14
tackling	24	22
Tackling	1	1
TACKLlNG	1	1
tacks	25	25
Tacks	1	1
tacky-ass	1	1
tacky-up	1	1
tacky	119	99
Tacky	15	13
taco-eatin	1	1
taco	86	65
Taco	72	49
Tacoma	14	12
Taconic	1	1
taconite	1	1
Taconite	2	1
tacos	94	56
Tacos	16	13
tacostand	1	1
tacovreter	1	1
Tacrilomus	1	1
Tacrolimus	1	1
Tacs	16	9
TACs	2	1
tact	50	48
Tact	6	6
tactal	1	1
tactful	24	20
Tactful	5	5
tactfully	3	3
Tactfully	1	1
tactic-	1	1
tactic	73	66
Tactic	6	2
tactical-combat	1	1
tactical	240	176
Tactical	41	36
tactically	9	9
Tacticals	1	1
Tacticas	1	1
tactician	8	8
tacticians	1	1
tactics	225	188
Tactics	16	13
tactile	18	18
tactless	13	13
Tactless	1	1
Tacubaya	1	1
Tacy	2	1
tad	138	126
Tad	97	19
TAD	3	3
tada	1	1
Tada	10	7
Tadagio	1	1
Tadala	1	1
Tadano	11	1
Tadanobu	3	2
TADAO	2	1
Tadashi	1	1
TADASHl	1	1
Taddy	14	3
Tadero	4	2
tadge	1	1
Tadlock	4	3
Tadokoro	8	2
Tadp	1	1
tadpole-brained	1	1
tadpole	24	12
Tadpole	6	3
tadpoles	16	9
Tadpoles	11	4
TADPOLES	1	1
Tae-Bo	12	8
Tae-gyun	2	1
Tae-hee	1	1
Tae-ho	19	1
Tae-hoon	4	1
Tae-hyun	1	1
Tae-ju	2	1
Tae-jung	1	1
Tae-Min	1	1
Tae-Queer-Do	1	1
Tae-sung	104	3
Tae-won	1	1
Tae-woong	41	1
tae	13	12
Tae	35	15
TaeBo	1	1
Taegu	5	2
Taehakno	1	1
TAEHUNG	1	1
TaeHyun	19	1
Taejin	3	1
Taejon	2	2
Taek-soo	7	1
Taek	1	1
TAEK	1	1
Taekwon	1	1
Taekwondo	3	3
tael	1	1
taels	24	3
Taenarum	1	1
taenia	4	2
Taenia	1	1
taenias	1	1
TaeShik	2	1
Taesik	1	1
Tafee	2	1
Tafeek	3	1
Tafero	2	1
Taff	1	1
taffeta	17	16
Taffeta	2	1
taffey	1	1
Taffey	12	2
taffies	1	1
taffrail	2	1
taffy	45	28
Taffy	77	13
tafoo	5	1
TaFor	3	1
Taft--	1	1
Taft	103	24
tafter	1	1
tag-along	2	2
Tag-along	1	1
tag-arounds	1	1
tag-team	7	7
tag-teamed	1	1
tag-teaming	1	1
tag-up	1	1
tag	544	418
Tag	162	73
TAG	2	2
Tagaki	3	1
Tagalog	1	1
tagalong	3	3
Tagalong	1	1
Tagamet	1	1
tagat	1	1
Tageblatt	2	1
taget	1	1
Taggard	4	2
Taggarene	3	1
Taggart	92	12
TAGGART	28	1
tagged-on-the-to	1	1
tagged	94	81
Tagged	2	2
tagger	6	6
Taggert	39	5
Tagget	1	1
taggin	2	1
tagging	45	39
Tagging	1	1
Tagilalucci	4	1
Tagillalucci	1	1
Tagliabue	3	1
tagliarini	2	2
tagliatelle	2	2
tagliatelli	1	1
Taglieri	1	1
tagline	1	1
Tagne	28	28
tags	175	133
Tags	6	5
Taguchi	12	1
Tah-dah	6	4
Tah-pah-rief	6	1
Tah-pah	1	1
tah	4	3
Tah	2	2
Taha	3	1
Tahat	1	1
tahini	1	1
Tahiti	156	64
Tahitian	14	9
Tahitians	2	2
tahitzed	1	1
Tahlequah	9	2
Tahnimara	2	1
tahoe	1	1
Tahoe	77	39
Tahoes	1	1
Tahoma	1	1
Tahrolaya	1	1
tahs	1	1
taht	3	3
Taht	1	1
Tahu	13	1
Tahval	1	1
Tai-cheung	1	1
Tai-chi	4	2
Tai-Dong	10	1
tai-flavored	1	1
tai-fun	2	1
Tai-fun	1	1
Tai-kit	1	1
Tai-pang	12	1
Tai-ping	2	1
Tai-po	3	1
Tai-shan	3	1
tai	22	18
Tai	129	40
Taibei	2	2
Taidong	1	1
Taihang	12	1
taiI	2	2
Taiichi	1	1
Taiji	2	1
taik	1	1
taiking	1	1
Taiko	1	1
tail--	1	1
tail--one	1	1
tail-chasing	1	1
tail-dragging	1	1
tail-feathers	1	1
Tail-grabs	1	1
tail-hook	1	1
tail-light	6	2
tail-lights	1	1
tail-pipe	1	1
tail-rudder	1	1
tail-wagger	1	1
tail	1149	796
Tail	70	51
tailback	7	6
Tailback	2	2
tailbone	4	4
tailbones	1	1
tailcoat	1	1
tailcoats	2	2
tailed	66	53
Tailed	3	3
tailers	1	1
tailfeather	1	1
tailfin	1	1
tailfins	1	1
tailfire	1	1
tailgate	22	19
Tailgate	1	1
tailgated	3	3
tailgater	1	1
tailgaters	2	2
tailgates	1	1
tailgating	13	8
Tailgating	2	1
Tailhook	1	1
tailies	1	1
tailin	5	4
tailing-off	1	1
tailing	78	59
Tailing	3	3
tailings	3	3
tailless	1	1
taillight	41	25
Taillight	1	1
taillights	10	9
Taillights	2	2
tailor-johnny	1	1
tailor-made	22	21
tailor-mades	3	2
tailor	201	140
Tailor	12	8
tailored	25	25
Tailored	1	1
tailoring	15	9
tailors	15	14
Tailors	2	2
tailpipe	25	20
tailpipes	1	1
tails	204	169
Tails	86	54
tailspin	10	10
Tailspin	1	1
Tailt	1	1
tailwind	6	6
tailwinds	5	5
Tailwinds	3	3
tain	10	6
Tain	9	8
Tainan	2	2
taint	35	31
Taint	5	4
tainted	70	58
Tainted	22	4
Tainter	1	1
tainting	3	3
Tainting	1	1
taints	2	2
taipan	2	2
Taipan	1	1
Taipe	27	1
Taipei	56	24
Taipo	3	1
tair	1	1
tairness	1	1
Tairo	1	1
Tairui	6	1
tais-toi	1	1
Tais-toi	1	1
tais	13	13
Tais	4	4
Tait	46	3
Taiteki	1	1
Taittinger	12	6
Taitung	1	1
Taiwan	175	50
Taiwana	2	1
taiwanese	1	1
Taiwanese	27	21
Taiyo	5	2
Taiyuan	13	2
Taizhong	1	1
Taj	65	39
Tajikistan	5	4
Tajma-freakin-ha	1	1
tak	45	26
taK	1	1
Tak	127	20
TAK	9	3
Taka	2	1
Takaaki	2	2
Takacs	4	1
Takada	14	3
Takagi	12	1
Takahalmac	1	1
Takahama	2	1
Takahashi	25	10
Takahisa	1	1
Takahito	1	1
Takaho	2	2
Takahoe	1	1
Takaki	1	1
Takako	2	2
Takakura	3	2
Takami	3	2
Takamitsu	3	2
Takanawa	12	8
Takano	10	2
Takanobu	1	1
TAKANOBU	1	1
Takanori	5	2
Takanoshi	3	1
Takanowa	1	1
Takanuva	2	1
Takao	1	1
Takarada	40	1
Takaran	1	1
Takasaki	1	1
Takase	1	1
takashi	3	1
Takashi	34	9
Takashima	4	1
Takashina	1	1
TAKASHl	1	1
Takata	18	6
Takawaki	1	1
Takaya	2	2
Takayama	48	4
Takayasu	1	1
Takayo	1	1
take--	31	29
Take--	7	7
Take--take	1	1
take-	8	8
take-a-chance	1	1
take-a-deep-brea	1	1
Take-a-the-field	1	1
take-a	4	4
Take-a	1	1
take-away	2	2
take-back-the-pa	1	1
take-backs	2	2
take-charge	5	5
take-down	1	1
take-ee	1	1
take-home	13	13
take-in	1	1
take-it-easy	1	1
Take-it-in-the-e	1	1
Take-My-Breath-A	1	1
take-no-shit	1	1
take-off	32	21
Take-off	2	2
Take-Off	1	1
take-offs	2	2
Take-offs	1	1
take-out	37	35
Take-out	1	1
take-over	4	3
take-overs	1	1
Take-Take	2	2
take-up	1	1
take-what-you-wa	1	1
take-your-breath	1	1
take-your-daught	1	1
take	77165	8250
taKe	2	1
Take	19254	5987
TaKe	2	1
TAKE	20	10
takea	1	1
takeaway	5	3
Takeaway	1	1
taked	2	2
Takeda	25	4
TAKEDA	1	1
takedown	13	12
takedowns	5	3
Takehiko	1	1
Takei	3	3
takeJanet	1	1
takeJanice	1	1
takeJeremiah	1	1
takeJesse	2	2
takeJesseJohn	1	1
takeJocelyn-	1	1
TakeJulie	1	1
taken--	5	5
taken-	4	3
taken	6935	3985
taKen	1	1
Taken	132	109
TAKEN	3	3
Takenobu	2	1
Takenori	1	1
Takeo	4	3
takeoff-	1	1
takeoff	120	90
Takeoff	5	4
takeoffposition	1	1
takeoffs	8	7
takeout	78	71
Takeout	4	3
takeover	77	53
Takeover	3	3
takeovers	7	6
taker	43	34
Taker	3	2
takers	51	46
Takers	4	2
takes--	6	6
takes-	1	1
takes	5684	3522
Takes	299	269
TAKES	3	3
Takeshi	33	14
Takeshita	7	2
TAKESHlTA	1	1
taketh	18	16
taketurns	1	1
Takeuchi	2	1
takeyourorderple	1	1
Takezo	4	3
Taki	1	1
Takigawa	1	1
takin	410	299
Takin	52	49
takina	1	1
taking--	4	4
taking-off	4	4
taking	11683	5508
Taking	579	538
TaKing	1	1
taking�	1	1
takinganybody	1	1
takinghim	1	1
takingme	1	1
takingplace	1	1
takings	8	8
Takio	2	2
takir	3	3
Takiwa	1	1
Takiyama	1	1
Takizawa	1	1
TAKlNG	4	4
takng	1	1
tako	1	1
Tako	7	1
TAKO	3	1
takoyaki	1	1
Takoyaki	1	1
taks	1	1
taKs	1	1
takse	3	1
Taksim	1	1
Taksin	4	1
Takster	2	1
Taktra-la	1	1
Taktra	5	1
Takua	23	1
Takuma	9	2
Takumi	129	5
Takuro	6	1
takusan	1	1
Takuya	4	2
tal	7	7
Tal	30	6
Talamasca	2	1
Talamascan	1	1
Talamaur	1	1
Talami	1	1
Talamour	1	1
talanted	1	1
Talap	1	1
Talapus	6	2
talar	1	1
Talat	1	1
Talatala-talatal	1	1
Talaxian	1	1
Talbert	21	3
Talbot	157	30
TALBOT	10	1
Talbots	6	4
Talbott	22	3
Talbotts	2	2
talc-free	1	1
talc	10	6
Talc	2	2
Talcott	2	1
Talcotts	1	1
talcum	34	29
Talcum	5	4
Taldash	2	1
tale-spinners	1	1
tale	563	413
Tale	47	22
TALE	2	2
talebearer	3	3
Taleek	1	1
Taleen	2	1
taleggio	1	1
talent--	2	2
talent--Sondra	1	1
talent-friendly	2	2
talent-launching	1	1
talent-wise	1	1
Talent-wise	1	1
talent	1279	867
Talent	53	41
talented--	3	3
talented	566	436
Talented	15	14
talentless	8	6
Talentless	2	2
talently	1	1
Talentosos	1	1
talents	231	202
Talents	2	2
Taler	1	1
tales	286	223
Tales	73	30
Talgat	1	1
talI	11	10
TalI	1	1
Talia	16	4
Taliaferro	1	1
Taliakbai	1	1
Taliban	14	10
Talic	1	1
talIer	1	1
talIest	1	1
taliking	1	1
Talionis	1	1
Talisha	4	2
talisman	73	27
Talisman	1	1
Talismania	2	2
talismans-	1	1
talismans	14	7
Talismans	2	2
talk--	32	31
Talk--	2	2
talk-	9	7
talk-a	1	1
talk-canceler	1	1
talk-radio	1	1
talk-show	3	3
talk-sing	1	1
talk-talk-talkin	2	1
talk-talk	2	2
Talk-Talk	1	1
talk-What	1	1
talk-Xavier	1	1
talk	41204	7559
talK	1	1
Talk	2394	1775
TALK	6	4
talkabout	4	4
Talkabout	3	1
talkative	44	41
Talkative	2	2
talkativeness	1	1
talkback	1	1
talke	2	2
talked--	1	1
talked-about	3	3
talked	5158	3165
Talked	67	66
TALKED	1	1
talkedabout	1	1
talkedto	1	1
talker	91	86
talkers	10	9
Talkest	1	1
talkie-talk	2	2
talkie	12	11
Talkie	4	4
talkies	9	8
Talkies	2	2
talkin	1446	680
Talkin	55	42
talking--	34	34
talking--aah	1	1
talking-	5	5
talking-about-	1	1
talking-chimp	1	1
talking-dirty-wh	1	1
talking-drum	1	1
talking-horse	1	1
talking-out-loud	2	2
talking-to-the-w	1	1
talking-to	9	9
talking	24944	6924
Talking	441	387
talkingabout	1	1
talkingest	1	1
talkingto	1	1
talkinig	1	1
talkir	4	2
talkln	2	1
TALKlN	1	1
talklng	3	3
TALKlNG	21	10
talks--	1	1
Talks--	1	1
talks-a-lot	1	1
talks	1182	969
Talks	34	33
talkshow	1	1
talkster	1	1
talkto	9	6
talkwith	1	1
talky-talk	2	2
talky-time	1	1
talky	12	10
Talky	6	2
talkyou	1	1
tall--	2	2
tall-foreheaded	1	1
tall-tale	1	1
tall	1424	1033
Tall	224	157
TAlL	1	1
TALlA	1	1
Talladega	15	2
Tallahassee	33	21
Tallahatchie	1	1
Tallant	1	1
Tallapoosa	3	2
tallboy	1	1
tallen	1	1
Tallendier	4	1
taller	262	225
Taller	22	19
Talles	2	1
tallest	49	46
Tallest	1	1
Talley	38	6
Tallica	2	1
Tallie	4	1
tallied	8	8
tallies	5	4
talling	1	1
tallis	3	2
Tallis	11	3
tallish	1	1
Tallish	1	1
Tallith--	1	1
tallith	1	1
Tallman	2	2
tallness	1	1
Tallon	1	1
tallow	5	5
tallows	1	1
Talls	1	1
Tallson	1	1
Tallulah	11	5
Tallworth	1	1
Tally-bally	1	1
tally-h	1	1
tally-ho	6	6
Tally-ho	11	7
tally	44	41
Tally	134	19
tallyho	1	1
Tallyho	21	16
Tallyhouse	1	1
tallying	2	2
Tallyman	1	1
tallywhacker	1	1
talmadge	1	1
Talmadge	9	3
Talman	2	2
Talmer	3	1
talmon	2	1
Talmon	4	1
Talmud	47	16
talmudic	1	1
Talmudic	2	2
TAlNTED	2	2
talo	5	2
Talon-like	1	1
talon-slide	1	1
talon	3	3
Talon	53	3
taloned	2	1
talons	17	15
Talons	11	3
Taloqan	1	1
talos	3	1
Talos	6	2
Talou	4	1
Talpa	1	1
TAlPEl	2	1
talse	1	1
talto	1	1
TAlTUNG	2	1
Talua	10	1
talus	2	2
Talus	2	2
Talves	1	1
Talvin	2	2
Talwin	2	2
Tam-o	1	1
tam-tam	1	1
tam-tams	1	1
tam	1	1
Tam	138	26
tama	2	2
Tama	5	3
Tamae	1	1
Tamagi	5	1
Tamagotchi	2	1
Tamagouchi	1	1
Tamahori	1	1
tamale-colored	1	1
tamale	10	9
Tamale	2	2
tamales	14	11
Tamali	1	1
Tamalito	2	1
Tamango	2	1
Tamara	55	14
Tamarack	2	1
tamaracks	1	1
tamarin	1	1
tamarind	3	2
tamarisk	1	1
Tamarla	10	1
Tamas	1	1
Tamata	3	1
Tamaulipas	1	1
Tamazula	1	1
Tambe	2	1
tambi�n	2	2
Tambini	2	1
Tamblen	1	1
Tamblyn	1	1
Tambo	3	2
Tambor-een	1	1
Tambor-ine	1	1
tambourine-playi	1	1
tambourine-shaki	1	1
tambourine	32	27
Tambourine	13	6
tambourines	5	5
Tambourines	1	1
Tambulu	2	1
Tamburlaine	2	1
tamburthers	2	2
tame	129	104
Tame	10	7
tamed	40	35
Tamed	1	1
Tameem	2	1
tamely	1	1
tamem	1	1
tameni	1	1
tamer	20	13
Tamer	3	3
Tamerlane	2	2
Tamerley	1	1
tames	2	2
tamest	1	1
Tami	18	6
Tamiami	2	1
Tamika	7	5
Tamil	4	1
tamilies	1	1
Tamils	1	1
tamily	5	2
taming	13	13
Taming	7	6
Tamira	6	1
Tamiya	4	2
Tamiye	1	1
Tamla-Motown	1	1
Tamla	2	1
Tamland	3	1
TAMlYE	1	1
Tammany-fucking-	1	1
Tammany	15	4
Tammi	21	5
Tammie	11	1
Tammisimo	3	1
TAMMl	12	1
Tammy--	3	1
tammy	3	2
Tammy	258	72
TAMMY	1	1
Tamnus	2	1
Tamo	1	1
tamos	1	1
tamp	2	2
Tamp	1	1
Tampa-Oakland	2	2
tampa	3	2
Tampa	61	45
Tampak	1	1
Tampax	13	9
tampaxes	1	1
Tampaxes	1	1
tamper-proof	1	1
tamper-proofed	1	1
tamper	24	24
Tamper	1	1
Tampere	3	1
tampered	72	59
Tampered	2	2
tamperer	1	1
tamperin	1	1
Tamperin	1	1
tampering	59	52
Tampering	8	8
tamperir	1	1
tamperproof	2	2
tampers	4	4
tampico	1	1
Tampico	11	3
tamping	2	2
tampings	1	1
tampon	30	24
Tampon	4	4
tamponade	21	18
Tamponade	3	3
tamponaded	1	1
tamponading	1	1
Tamponading	1	1
tamponing	1	1
tampons	30	28
Tampons	7	6
tampoon	1	1
Tampopo	1	1
tams	1	1
Tams	2	1
Tamsin	1	1
Tamskaya	1	1
Tamtam	1	1
tamu	6	1
Tamulis	1	1
Tamura	18	3
TAMURA	1	1
tan-colored	1	1
tan-coloured	1	1
tan-faced	2	2
Tan-faced	1	1
Tan-nin	1	1
tan-something	2	1
tan	318	255
Tan	121	33
tana-leaf	1	1
tana	1	1
Tana	2	2
Tanage	4	2
tanager	5	2
tanagers	1	1
Tanaka-san	3	2
Tanaka	111	24
TANAKA	4	4
Tanana	7	2
tanapox	2	1
Tanawanda	5	2
tanbark	1	1
Tancr	1	1
Tancred	1	1
Tancredi	25	14
Tand	1	1
Tanda	1	1
Tandalaya	1	1
tandem	17	16
Tandem	1	1
tanden	5	1
tandoori	9	6
Tandy--	1	1
Tandy	15	7
tane	41	3
Tane	5	1
Tanegashima	1	1
Tanell	3	1
Tanenbaum	1	1
Tanesha	1	1
Tanforan	1	1
tang	12	12
Tang	102	56
Tanganyika	3	3
tangare	1	1
Tangeah	1	1
Tangean	3	1
Tangee	7	1
tangelo	2	2
tangent	19	15
tangential	2	2
tangents	1	1
Tangerinarama	1	1
tangerine-flavor	1	1
tangerine	22	18
Tangerine	16	8
tangerines	6	6
Tangerines	2	2
Tangfield	1	1
tangible	53	51
Tangible	3	2
tangier	1	1
Tangier	10	4
Tangiers	41	27
Tangina	16	3
tanginess	1	1
tangle	53	46
tangled	128	113
Tangled	2	2
tanglefoot	1	1
tanglement	1	1
TANGlER	1	1
tangles	5	5
Tangles	1	1
TANGLES	1	1
Tanglewood	4	3
Tanglin	1	1
tangling	5	5
tangly	1	1
Tango-	1	1
tango-dancing	1	1
Tango-X-ray	1	1
tango	167	71
Tango	106	53
TANGO	1	1
tangoed	2	2
tangos	5	5
Tangren	1	1
tangs	1	1
Tangs	4	1
Tangueray	1	1
Tanguy	7	2
Tangwich	1	1
tangy	14	11
Tangy	3	3
Tani	5	2
Tania	30	13
Taniesha	2	1
Taniguchi	1	1
taningia	1	1
Tanis	10	1
Tanisha	8	6
Tanizaki	1	1
Tanja	3	2
Tanjella	2	1
Tanjong	1	1
tank--	1	1
Tank--	1	1
tank-busters	1	1
tank	1122	643
Tank	177	49
TANK	7	2
Tanka	13	2
tankard	4	4
tanked	47	42
Tanked	1	1
tanker-truck	1	1
tanker	90	48
Tanker	10	9
tankers	25	17
tankful	7	4
tankhood	2	2
tankies	1	1
tankin	1	1
tanking	5	5
tankinis	1	1
tankless	1	1
tanks--	1	1
tanks	457	245
Tanks	49	26
tankss	1	1
Tanmar	1	1
Tann	3	2
tanna	1	1
Tanna	30	10
Tannabok	1	1
tannadol	2	1
tanned	28	26
Tanned	1	1
TANNED	2	1
Tannek	1	1
Tanneke	8	1
Tannen	52	5
Tannenbaum	7	4
Tanner-san	1	1
tanner	4	3
Tanner	184	26
tanneries	2	1
tanners	1	1
tannery	10	4
Tanney	2	1
Tannh	1	1
Tannhauser	1	1
Tanni	4	1
tannic	2	2
Tannic	1	1
Tannier	12	1
tanning	57	42
Tanning	7	6
Tanninger	1	1
tannins	11	5
Tannins	1	1
tannis	7	2
Tannis	6	2
tannish	1	1
TANNlNG	1	1
tannoy	2	1
Tannoy	4	4
TANNOY	3	1
Tannu	6	1
Tanny	17	4
Tano	2	1
Tanoose	1	1
tanos	2	2
Tanos	1	1
tanpura	1	1
tanque	1	1
Tanqueray	6	6
tans	6	6
Tans	2	2
Tansey	2	1
tansfer	1	1
tansy	2	2
Tansy	8	3
Tant	1	1
Tanta	4	1
tantalising	1	1
tantalisingly	1	1
tantalize	4	4
tantalized	1	1
Tantalized	1	1
tantalizer	2	2
tantalizing	14	12
Tantalizing	1	1
tantalizingly	1	1
Tantallon	1	1
tantalum	3	3
Tantalus	1	1
tantamount	14	14
Tantamount	3	2
tantasy	1	1
Tante-	1	1
tante	2	2
Tante	11	2
Tantibus	8	1
Tantie	1	1
tanto	6	6
Tanto	44	4
Tantor	3	1
tantra	3	3
Tantra	21	4
Tantrapur	8	1
tantric	13	6
Tantric	9	8
tantrum	45	42
tantrumming	1	1
tantrums	23	21
Tantrums	1	1
tantu	1	1
tanty	1	1
Tanya	309	60
TANYA	73	3
TanyaAmazon	1	1
Tanz	12	1
Tanzania	11	7
TanZania	1	1
tanzanian	2	2
TANZANlA	1	1
Tanzie	27	1
Tanzier	2	2
Tanzini	4	2
Tao	63	19
TAO	2	1
Taogi	3	1
Taoist	11	5
Taoists	1	1
Taormina	1	1
Taos	16	12
tap--	1	1
tap-a-roo	1	1
tap-dance	12	8
Tap-dance	1	1
tap-danced	2	2
tap-dancer	2	1
tap-dancers	1	1
tap-dances	3	3
tap-dancin	1	1
tap-dancing	22	18
Tap-dancing	1	1
Tap-Dancing	1	1
tap-entry	1	1
tap-in	2	1
tap-tap-tap	4	1
Tap-tap-tappy	2	1
tap-tap	2	1
tap-tapping	1	1
tap	653	440
Tap	98	58
TAP	1	1
tapas	5	5
tape--	4	4
tape-lift	1	1
tape-lifted	2	2
tape-measure	1	1
tape-record	2	2
