# 🚨
# 🚨 Source: https://www.ugent.be/pp/experimentele-psychologie/en/research/documents/subtlexus/subtlexus5.zip::SUBTLEXusrawdata.dat
# 🚨
Word	FREQcount	CDcount
Clarksville	6	3
CLARlSE	1	1
claro	2	2
Claro	4	4
Clarrie	1	1
Clary	10	4
Clas-sic	1	1
clase	1	1
clash	43	43
Clash	25	17
clashed	11	10
clashes	7	7
Clashes	1	1
clashing	5	5
Clashing	2	1
clasicos	1	1
Clasky	9	1
Claskys	2	1
clasp	47	33
Clasp	5	5
clasped	5	5
Clasped	1	1
clasping	2	2
Clasping	1	1
claspy	1	1
class--	8	7
Class--	1	1
class-	3	3
class-a	2	1
class-A	6	6
Class-A	3	3
class-act	1	1
class-action	7	7
Class-B	2	2
class-by-class	1	1
class-C	1	1
class-code	1	1
class-D	1	1
class-dropping	1	1
class-elected	1	1
class-five	3	2
class-M	1	1
class-mates	1	1
class-one	3	2
class-room	1	1
class-seven	2	1
class-three	1	1
class-two	2	1
class	5569	2353
Class	414	282
CLASS	2	2
classe	1	1
Classe	1	1
classed	4	4
classes--	1	1
classes	793	543
Classes	19	19
classfriend	1	1
classic-rock	1	1
classic-squeaky	1	1
classic	658	555
Classic	166	136
classical-soundi	1	1
classical	194	149
Classical	24	22
CLASsiCAL	6	3
classically	16	14
Classically	2	2
classicist	5	4
classicists	2	1
CLASsiCISTS	1	1
classics	86	77
Classics	26	20
classier	13	13
Classier	1	1
classiest	6	5
Classiest	1	1
classification	36	28
Classification	1	1
classifications	1	1
Classifications	1	1
classified	326	233
Classified	19	19
classifieds	19	16
Classifieds	5	5
classifies	6	6
classifiied	2	2
classifled	1	1
classify	31	31
Classify	1	1
classifying	10	9
Classifying	1	1
classis	1	1
classism	2	2
classist	1	1
classless	4	4
classmate	75	60
Classmate	3	3
classmates--	1	1
classmates-	1	1
classmates	127	113
Classmates	7	5
classmen	2	2
classroom	223	161
Classroom	4	3
classrooms	30	26
classsolely	1	1
classt	1	1
classwork	10	3
classy-looking	1	1
classy	254	214
Classy	40	40
clatter	31	21
Clatter	4	4
CLATTER	1	1
clattering	59	43
Clattering	26	24
CLATTERlNG	9	7
clatters	14	12
Clatters	2	2
CLATTERS	1	1
Claud	1	1
Claude	237	62
Claudelle	3	1
Claudette	68	30
Claudia	260	62
Claudian	2	2
Claudie	1	1
Claudine	5	4
Claudio	66	7
Claudius	40	11
CLAUDlA	3	2
Claukinski	3	1
claus	10	1
Claus	697	237
clausaphobia	1	1
clause	122	89
Clause	21	13
Clausen	4	1
clauses-	1	1
clauses	18	16
Clauses	2	2
Clauset	1	1
Clausewitz	8	4
Clausewitzian	1	1
clausis	3	1
Clausis	2	1
Clausius	1	1
Clauson	1	1
claustrofobic	1	1
claustrophobia	19	18
Claustrophobia	4	4
claustrophobic	62	55
Claustrophobic	6	6
clav	1	1
Clavatus	1	1
clave	1	1
Clave	4	1
claveles	1	1
clavelito	1	1
clavelitos	1	1
Clavelitos	7	1
Clavell	1	1
Claven	1	1
Clavering	9	1
Clavess	1	1
claviash	1	1
clavical	1	1
clavichord	1	1
clavicle	50	37
clavicles	2	2
clavicular	1	1
Clavier	2	2
Clavin	3	1
Clavius	4	1
clavula	2	2
claw-like	1	1
claw	163	123
claW	1	1
Claw	58	20
CLAW	1	1
clawed-flesh	2	2
clawed	17	14
Clawed	1	1
clawin	1	1
clawing	24	22
Clawing	1	1
clawless	2	1
clawlike	1	1
claws	195	162
Claws	31	11
Clawson	11	2
CLAWSON	1	1
Claxon	7	1
Claxton	6	3
clay-brained	1	1
Clay-Doh	1	1
clay	197	139
Clay	414	84
CLAY	1	1
Claybourne	11	3
Clayburn	3	2
Clayfield	1	1
Clayman	15	2
Claymation	1	1
claymore	14	9
Claymore	21	5
claymores	8	6
Claymores	2	1
Claypool	20	2
Claypoole	3	1
clays	1	1
Clays	1	1
claytal	1	1
Clayton	232	66
CLAYTON	14	2
Claytons	1	1
claywall	1	1
ClB	14	4
ClC	17	6
ClCU	2	2
Cld	4	1
ClD	53	21
Clea	8	1
clean--	2	2
Clean--	2	1
clean-air	1	1
clean-and-jerk	1	1
clean-cut	26	25
Clean-cut	4	4
clean-energy	1	1
clean-ing	1	1
clean-limbed	1	1
clean-living	7	3
clean-looking	1	1
clean-out-the-cl	1	1
clean-room	1	1
Clean-shaved	2	2
clean-shaven	9	9
Clean-shaven	2	2
Clean-Slate	1	1
clean-up	25	23
Clean-up	3	3
clean	5587	3307
Clean	594	466
CLEAN	2	2
cleaned-up	3	2
cleaned	881	758
Cleaned	26	25
cleaner--	2	2
cleaner-burning	2	2
cleaner-upper	2	2
cleaner	326	264
Cleaner	24	13
CLEANER	3	3
cleaners--	1	1
cleaners	210	171
Cleaners	17	15
cleanest	29	26
Cleanest	4	4
cleanhead	5	2
cleanheads	6	1
Cleanheads	3	1
cleanie	1	1
cleanin	21	19
cleaning--	1	1
cleaning-wise	1	1
cleaning	1077	845
Cleaning	80	58
cleanings	1	1
cleanish	1	1
cleanit	1	1
CleanJet	2	1
cleanliness	18	17
Cleanliness	13	10
cleanly	23	23
Cleanly	2	2
cleanness	2	2
Cleanpee	1	1
cleans	114	107
Cleans	8	8
cleanse	62	52
Cleanse	12	10
cleansed	26	23
Cleansed	1	1
cleanser	21	17
Cleanser	1	1
cleansers	3	3
cleanses	10	10
Cleanses	1	1
cleansing	48	44
Cleansing	4	4
cleansuits	1	1
Cleante	3	1
cleanup	82	70
Cleanup	18	17
clear--	5	5
clear-	4	4
clear-cut	18	18
Clear-cut	1	1
clear-cutting	2	2
clear-eyed	6	6
clear-focused	1	1
clear-headed	10	10
Clear-headed	1	1
clear-sighted	1	1
clear-we	1	1
clear	7369	3974
Clear	1389	771
CLEAR	5	3
clear�	1	1
clearance-	1	1
clearance	332	230
Clearance	18	11
clearances	20	17
Clearasil	6	6
Clearburg	6	1
cleard	1	1
cleared-	1	1
cleared	811	666
Cleared	31	31
clearence	1	1
clearer	134	122
Clearer	4	4
clearer�	1	1
clearest	17	17
Clearest	1	1
clearevery	1	1
clearfor	1	1
clearheaded	4	4
clearin	6	6
Clearin	1	1
clearing-house	2	2
clearing	310	273
Clearing	21	20
clearinghouse	5	5
Clearinghouse	3	3
clearings	2	2
Clearings	1	1
clearjurisdictio	1	1
CLEARlNG	7	6
clearly--	4	4
clearly	1223	1019
Clearly	305	274
CLEARLY	1	1
clearness	3	3
clears	283	215
Clears	63	46
CLEARS	26	16
Clearthat	1	1
Clearview	7	2
clearwater	2	1
Clearwater	22	13
clearway	3	1
Clearway	2	1
clearways	1	1
Cleary--	1	1
Cleary	31	9
Clearys	7	3
cleat	15	11
Cleat	7	2
Cleatis	2	2
cleats	21	16
cleavage-bearing	1	1
cleavage	63	57
Cleavage	7	6
Cleavant	4	1
cleave	5	5
Cleave	5	4
cleaved	3	3
cleaver	35	28
Cleaver	33	19
cleavers	1	1
Cleavers	1	1
cleaves	1	1
Cleaves	37	12
CLEAVES	9	1
cleaving	3	3
Cleavis	1	1
Cleburne	1	1
clecking	1	1
Cleckley	1	1
Cleef	7	5
cleek	1	1
Cleese	10	5
CLEETHORPES	1	1
Cleever	1	1
Cleeves	2	2
clef	2	2
Clef	4	2
cleft	30	27
CLEFTONES	1	1
clefts	1	1
Clegg	1	1
Cleghorn	2	1
clei	1	1
Clein	6	1
Cleitus	5	2
Cleland	5	1
Clelands	1	1
Clelia	1	1
Clell	36	4
Clem-ato	1	1
clem	1	1
Clem	148	21
Clemen-teen	1	1
Clemenceau	4	2
Clemenceaus	1	1
Clemencia	1	1
clemency	35	18
Clemency	12	4
Clemens	33	13
Clemensen	11	1
Clemenson	1	1
clement	2	2
Clement	20	13
Clemente	35	14
Clementi	1	1
clementine	1	1
Clementine	77	14
clements	1	1
Clements	53	6
clemenza	1	1
Clemenza	18	5
cleminson	1	1
Cleminson	1	1
Clemlock	1	1
Clemm	1	1
Clemma	1	1
Clemmens	1	1
Clemmie	15	1
Clemmon	1	1
Clemmons	7	5
Clemmy	2	2
Clemo	1	1
Clemonds	10	1
Clemons	4	2
Clems	1	1
Clemson	1	1
Clemton	1	1
clena	3	3
clench	15	15
Clench	5	4
clenched	21	19
Clenched	1	1
clenches	4	2
Clenches	1	1
clenching	6	6
Clendennon	2	2
Clendenon	2	2
Clennan	1	1
Clenolden	2	1
Clenteen	3	1
cleo	1	1
Cleo	109	40
Cleofus	2	1
Cleon	5	2
Cleopatra	113	66
CLEOPATRA	3	1
Cleopatras	1	1
Cleopetra	1	1
Cleophus	2	1
Clepabra	1	1
Clepatra	1	1
Cleprara	1	1
clept	2	2
cleptocracy	1	1
cleptomaniac	1	1
Cleptomaniacs	1	1
Cler	1	1
Clerambault	1	1
Clerc	1	1
clerendon	2	1
clerg�	1	1
Clergerie	1	1
Clergical	1	1
clergy-molestati	1	1
clergy	42	30
Clergy	6	6
clergyman	17	13
clergymen	2	1
cleric	8	8
Cleric	60	1
clerical	48	41
Clerical	2	2
clerics	4	4
clerk--	1	1
clerk-typist	1	1
clerk	558	367
Clerk	46	38
CLERK	54	17
clerked	3	2
Clerkenwell	2	2
clerking	14	13
Clerking	1	1
clerks--	1	1
Clerks-A	1	1
clerks	64	57
Clerks	28	10
clerkship	7	5
clerkships	1	1
CLERlC	5	1
Clermont	12	2
Clesus	1	1
Clete	38	5
Cletis	2	1
Cleto	3	1
cletus	1	1
Cletus	37	16
Clevant	15	6
Cleve	112	5
Clevedon	6	2
Cleveland--	1	1
cleveland	2	2
Cleveland	498	202
CLEVELAND	5	2
Clevemire	1	1
cleven	1	1
Cleven	1	1
Clevenger	1	1
clever--	1	1
clever-	1	1
Clever-Clever	1	1
clever-funny	1	1
clever	1239	886
Clever	152	124
cleverer	14	14
cleverest	28	21
Cleverest	3	3
cleverforyour	1	1
cleverly	41	39
Cleverly	4	4
cleverness	26	24
cleverto	1	1
Cleves	4	4
clevis	1	1
Clevon	6	2
clew	3	3
Clew	2	2
Clews	3	1
ClF	1	1
ClGS	1	1
cli	1	1
Cliburn	5	3
clica	1	1
clich	15	11
Clich	1	1
clich�-ish	1	1
clich�-sounding	1	1
cliche	40	33
Cliche	1	1
clich�	123	101
Clich�	3	2
clich�	1	1
clich�	1	1
cliched	4	3
clich�d	11	11
clich�ed	1	1
clich�s-on-parad	1	1
cliches	5	5
Cliches	3	2
clich�s	28	25
Clich�s	3	3
clich�s	1	1
clichs	1	1
Click-clack	2	1
Click-click-bloo	1	1
click-click	2	1
Click-click	2	2
click-clicking	1	1
click	239	168
Click	88	63
clickable	1	1
clicked	52	45
Clicked	2	2
clicker	20	13
Clicker	1	1
clickers	4	3
Clickett	2	1
clickety-clack	8	5
Clickety-clack	4	1
Clickety-click	7	3
Clickety-clicket	2	1
clickety	4	2
Clickety	1	1
clickin	7	7
clicking	123	100
Clicking	20	18
clicks	170	110
Clicks	22	20
Clicquot	2	2
clien	1	1
client--	4	4
client-base	1	1
client-contact	1	1
client-employee	1	1
client-therapist	1	1
client	2693	1014
Client	22	19
client�	1	1
clientele	77	70
Clientele	3	3
clienteled	1	1
Clienteled	1	1
clientis	1	1
cliento	1	1
clientoster	1	1
clients--	2	2
clients-	1	1
clients	1050	616
Clients	21	19
clif	1	1
Cliff--	1	1
cliff-	1	1
Cliff-	1	1
cliff-diver	1	1
Cliff-diver	1	1
cliff-like	1	1
cliff	383	272
Cliff	717	116
Cliffe	2	1
cliffhanger	9	5
Cliffhanger	4	3
cliffhangers	1	1
Cliffhangers	2	2
Cliffie	4	1
Cliffjumer	1	1
Cliffjumper	5	2
Cliffo	1	1
Clifford	174	49
cliffs	87	73
Cliffs	24	19
cliffside	3	2
Cliffside	4	3
CliffsNotes	2	2
clifftop	2	2
Cliffy	2	2
Clift	10	7
Clifton--	2	1
Clifton	75	13
Clignancourt	1	1
clikin	1	1
climacaphobia	1	1
climactic	10	10
Climactic	1	1
climacticness	1	1
climate--	1	1
climate-change	1	1
climate-controll	5	5
climate	171	146
Climate	9	9
climates	8	8
Climati	3	1
climatic	5	5
Climatic	2	2
climatological	1	1
climatologists	1	1
climax	85	70
Climax	14	9
climaxed	4	4
climaxes	8	8
climaxing	2	2
climb--	1	1
climb-out	1	1
climb-outs	1	1
climb	815	615
Climb	192	161
climbable	1	1
climbed	244	212
Climbed	11	11
climber	36	27
Climber	4	3
climbers	18	13
Climbers	1	1
climbin	10	10
Climbin	1	1
climbing	373	298
Climbing	29	25
climbs	51	47
Climbs	1	1
clime	6	6
climed	2	2
climes	10	10
clinch	31	20
Clinch	3	1
clinched	9	9
clincher	17	17
clinches	10	10
Clinches	1	1
clinching	2	2
clindamycin	1	1
cline	2	1
Cline	15	10
cling-on	1	1
cling-ons	2	2
cling	112	99
Cling	16	10
clinger	2	2
Clinger	2	2
clinging	53	47
Clinging	4	3
clings	22	22
Clings	1	1
clingy	27	24
Clingy	3	2
clinic	630	329
Clinic	84	63
clinica	1	1
clinical	133	116
Clinical	16	15
clinically	32	29
Clinically	6	6
clinician	3	3
clinicians	2	2
Clinicians	1	1
clinics--	1	1
clinics	50	37
Clinique	9	9
clink	55	43
Clink	11	8
clinked	1	1
clinker	11	7
clinkety	1	1
clinking	42	23
Clinking	2	2
Clinkity	2	1
clinks	4	4
Clint	129	46
Clinton-Jones	1	1
Clinton	175	103
Clintonian	2	2
Clintonista	1	1
Clintons	4	4
Clio	4	4
Clios	1	1
clip-	1	1
clip-clap	1	1
clip-clopped	1	1
clip-clopping	1	1
clip-joint	1	1
clip-loaders	1	1
clip-on	19	18
Clip-on	1	1
clip-ons	3	3
clip	257	201
Clip	33	27
clipboard	37	26
Clipboard	1	1
clipboards	1	1
clipl	1	1
clippage	1	1
clipped	110	95
Clipped	3	3
clipper	41	30
Clipper	18	10
clippers	36	31
Clippers	21	8
clippery	1	1
clippety-clops	1	1
clippin	4	2
clipping	55	47
Clipping	4	3
clippings	62	52
Clippings	2	2
clippity-clop	3	1
Clippity-clop	1	1
clips	108	91
Clips	3	2
clique	39	24
cliques	10	8
Cliques	1	1
cliquey	3	2
Cliquot	2	2
clit	32	17
Clit	1	1
clitoral	7	5
clitorati	1	1
clitori	1	1
clitoridectomy	3	1
clitoris	53	21
Clitoris	1	1
clitorises--	1	1
Clitorissimo	1	1
clits	1	1
clitterati	1	1
Clive--	1	1
Clive	135	35
Cliver	1	1
Cliverhorn	1	1
Clives	1	1
Clivet	2	1
clizzle	1	1
CLK	2	2
cll	2	2
CLl	1	1
CLlA	2	1
CLlCK-WHlRR	1	1
CLlCK	8	3
CLlCKlNG	20	15
CLlCKS	7	7
cllclarr	1	1
CLlENT--	2	1
cllent	1	1
CLlENT	4	1
cllents	1	1
clllaqulles	1	1
cllmber	1	1
cllmbing	1	1
CLlNIC	1	1
CLlNICAL	1	1
CLlNKlNG	3	3
CLlNKS	2	2
CLlNTON	2	1
CLlPPlNG	1	1
CLlVE	7	1
Cllyour	1	1
ClNCLANTFLT	1	1
ClNClNNATl	2	1
ClNClNNATTl	1	1
ClNDY	9	3
ClNEMA	1	1
ClNEPLEX	2	2
clo--	1	1
Clo-Clo	9	1
clo	1	1
ClO	3	3
cloaca	3	2
cloacal	1	1
cloak-and-dagger	15	15
cloak-and	1	1
cloak	147	90
Cloak	6	4
cloaked	31	25
Cloaked	3	3
cloaking	38	23
Cloaking	4	3
cloakroom	32	19
Cloakroom	1	1
cloaks	7	7
Clob	2	1
clobber	28	26
Clobber	2	2
clobbered	43	37
clobberer	1	1
Clobberer	1	1
clobberin	2	1
clobbering	7	5
clobbers	2	2
Clobbers	1	1
Cloche	9	1
clock--	3	3
clock-in	1	1
clock-maker	1	1
clock-out	1	1
clock-punching	2	2
clock-radio	1	1
clock-watcher	1	1
clock-watchers	2	2
clock-watching	2	2
clock	2893	1608
Clock	83	58
CLOCK	14	9
clocked	59	56
Clocked	5	4
Clockers	2	1
Clockett	2	1
clocking-in	2	1
clocking	18	16
clockmaker	1	1
clocks	136	95
Clocks	9	5
clocktower	1	1
clockwise--	2	2
clockwise	17	15
Clockwise	9	8
clockwork	52	47
Clockwork	6	6
Cloclo	5	1
Clod-kicker	1	1
clod	18	17
Clod	3	3
Clodfelter	1	1
clodhopper	1	1
clodhoppers	3	3
clodpoll	1	1
clods	5	5
Clods	2	2
Cloe	4	4
Cloestine	1	1
cloette	1	1
ClOFFl	1	1
clog-dancing	2	2
clog	41	28
clogged	54	54
Clogged	2	2
clogger	1	1
clogging	19	19
cloggy	1	1
clogs	18	17
Clogs	3	2
Clohessy	8	2
Cloisonne	1	1
cloisonn�	1	1
cloister	19	14
Cloister	7	3
cloistered	9	9
Cloisters	7	6
Clomiphene	1	1
clomp	3	2
Clomp	5	3
clompany	1	1
clomped	3	3
clomper	2	1
clomping	3	3
Clomping	1	1
clomps	1	1
clompy	1	1
Clonaze-what	1	1
clonazepam	2	2
Clonazepam	2	2
clone	118	51
Clone	10	8
cloned	49	23
Cloned	2	2
clones--	1	1
clones	39	28
Clones	6	5
clonic	1	1
clonidine	4	4
cloning	48	25
Cloning	9	5
Clooney-an	1	1
Clooney	58	39
Cloony	2	1
clop	2	1
Clop	2	2
Clopatz	1	1
Clopin	5	1
clopping	1	1
Cloquet	7	1
Cloris	4	3
Clorissa	3	1
Clork	1	1
clorox	2	1
Clorox	7	6
Clortho	2	1
Clos	4	4
close--	6	6
close-	2	2
Close-crop	1	1
close-cropped	1	1
close-encounter	1	1
close-end	1	1
close-ground	1	1
close-hauled	1	1
close-hitched	1	1
close-hold	1	1
close-in	1	1
close-knit	7	7
Close-knit	1	1
close-lipped	1	1
close-minded	6	6
Close-minded	1	1
close-mouthed	5	4
close-order	3	2
Close-order	2	1
close-out	2	2
Close-quarter	2	2
close-quarters	1	1
close-range	4	4
Close-range	1	1
close-ratio	1	1
Close-set	1	1
close-source	1	1
close-the-deal	1	1
Close-to-contact	1	1
close-up	107	86
Close-up	10	10
close-ups	26	22
close	9558	4849
Close	1624	1224
CLOSE	9	8
closed--	2	2
closed-	1	1
Closed-captioned	1	1
Closed-Captioned	51	51
closed-casket	1	1
closed-circuit	25	22
Closed-circuit	2	2
closed-door	1	1
Closed-door	1	1
closed-fist	1	1
closed-in	2	2
closed-Ioop	1	1
closed-minded	6	5
closed-mouth	2	2
closed-mouthed	2	2
closed-off	8	6
Closed-off	1	1
closed-up	1	1
closed	2649	1822
clOsed	1	1
Closed	103	92
ClOSED	1	1
CLOSED	4	3
closely--	1	1
closely-knit	1	1
closely	465	412
Closely	3	3
closeness	33	28
Closeness	3	2
closer--	2	2
closer	2188	1636
Closer	140	118
CLOSER	1	1
Closerie	1	1
closers	1	1
closerto	1	1
closeryou	1	1
closes	310	264
Closes	36	23
CLOSES	11	8
closest	431	397
Closest	26	25
closet-sized	5	3
closet-smoking	1	1
closet	1360	876
Closet	20	18
CLOSET	1	1
closeted	2	2
Closeted	1	1
closetful	3	3
closeth	1	1
closets	108	83
Closets	1	1
closeup	6	5
closey-wosey	1	1
closies	1	1
closin	19	18
Closin	1	1
closing--	2	2
closing-night	1	1
closing	1201	905
Closing	94	81
CLOsiNG	38	17
closings	15	15
closir	1	1
closive	1	1
closlng	2	2
Closser	1	1
closure--	3	3
closure	137	107
Closure	20	14
CLOSURE	1	1
closures	4	4
clot	91	60
Clot	1	1
Clote	1	1
cloth-dying	1	1
cloth	304	230
Cloth	5	5
CLOTH	2	2
clothe	40	35
Clothe	2	2
clothed	30	30
Clothed	3	3
clothes--	2	2
Clothes--	2	2
clothes-	1	1
clothes-peg	1	1
clothes-trying-o	1	1
clothes	5060	2761
Clothes	97	90
CLOTHES	1	1
clotheses	2	2
clotheshorse	2	2
clothesline	18	17
Clothesline	3	2
clotheslined	1	1
clotheslines	2	2
clothespin	11	7
Clothespin	4	2
clothespins	3	3
Clothespins	1	1
clothier	2	2
Clothiers	2	2
clothin	1	1
clothing--	1	1
Clothing--	1	1
clothing-managem	2	2
clothing-tag	2	1
clothing	529	417
Clothing	24	15
clothings	3	3
Clotho	1	1
cloths	19	16
Cloths	1	1
CLOTHS	2	1
clothses	1	1
Clotilde	2	1
Clotkin	4	1
Clotman	1	1
clotrimazole	1	1
clots	29	25
Clots	2	2
clotted	14	13
Clotted	3	3
clotter	1	1
clotting	27	21
Clou	1	1
cloud-	1	1
cloud-capp	3	2
cloud-capped	1	1
cloud-piercing	1	1
cloud-strewn	1	1
cloud-to-cloud	1	1
cloud	498	358
Cloud	101	35
Cloudbreather	5	1
cloudburst	2	2
cloudbursts	3	3
Cloudbursts	1	1
clouded	46	43
Clouded	2	2
cloudier	1	1
cloudiness	4	4
clouding	31	30
cloudless	8	8
cloudlike	1	1
Cloudmir	2	1
Cloudmirs	1	1
clouds--	1	1
clouds	482	361
Clouds	29	26
Cloudsley	5	1
cloudy	100	85
Cloudy	10	10
Clough	1	1
Clouseau--	1	1
Clouseau	272	9
clout	48	40
clouted	1	1
Cloutier	1	1
cloutin	1	1
clouts	2	2
Clouvet	1	1
Clouzner	1	1
clove-soaked	1	1
clove	18	15
Clove	8	6
cloven	6	5
Cloven	1	1
clover	50	44
Clover	17	11
Cloverdale	1	1
Cloverfield	2	2
cloverleaf	2	2
Cloverleaf	8	1
clovers	8	7
Clovers	18	1
Cloverton	1	1
Cloverwood	1	1
cloves	26	21
Cloves	3	3
Clovier	2	1
Clovis	30	8
CLOVlS	4	1
clown-ass	1	1
clown-boy	2	1
clown-face	1	1
Clown-O	4	2
clown-type	1	1
clown	725	416
cloWn	2	1
Clown	80	59
clowned	2	2
clowney	1	1
clownfish	20	2
Clownfish	2	2
clownie	2	2
Clownie	2	1
clownin	9	5
Clownin	2	1
clowning	72	52
Clowning	4	4
clownish	2	2
clownishly	1	1
clownishness	1	1
clowns	280	220
Clowns	37	20
clowny	2	2
Clowny	1	1
cloy	1	1
Cloy	1	1
cloying	2	2
clozapine--	1	1
Clozapine	1	1
ClRCUMSTANCES	1	1
ClRCUS	3	2
ClRCUSES	1	1
ClRG	1	1
Cls	3	3
ClS	2	2
clse	1	1
clty	1	1
Clty	2	2
ClTY	10	9
Clu	1	1
club--	5	5
Club--	1	1
club-	1	1
club-chick	1	1
club-foot	1	1
club-footed	3	3
Club-footed	1	1
club-hopping	3	3
club-obsessed	3	1
club-owner	1	1
club-tailed	1	1
club-totin	1	1
club-type	1	1
club	3698	1745
Club	1331	729
CLUB	9	7
clubbed	13	13
clubber	2	1
Clubber	31	2
clubbers	1	1
clubbin	3	3
Clubbin	1	1
clubbing	33	30
Clubbing	1	1
clubby	5	4
clubfoot	8	5
Clubfoot	1	1
clubhouse	75	54
Clubhouse	7	2
clubhouses	2	2
clubs--	2	2
clubs	513	383
Clubs	18	17
clubwoman	3	2
Cluck-cluck-cluc	1	1
Cluck-cluck	1	1
cluck	55	32
Cluck	18	10
clucked	2	2
clucker	1	1
Clucker	1	1
cluckety-cluck-c	3	3
clucking	22	19
Clucking	7	4
CLUCKlNG	3	2
clucks	1	1
Clucks	5	2
Cluckus	1	1
clucky	1	1
Clucky	15	2
clud	1	1
clue--	2	2
clue-	1	1
clue-finder	1	1
Clue-there	1	1
clue	879	683
Clue	19	14
clued	12	12
clueing	1	1
clueless	85	78
Clueless	9	5
cluelessness	1	1
Cluelessness	1	1
clues--	1	1
clues	307	228
Clues	13	10
Cluet	6	1
Cluett	12	1
clug	1	1
Clum	5	2
CLUM	1	1
clumb	3	1
Clumn	2	2
clump	26	21
Clump	1	1
clumped	2	2
clumpful	1	1
clumping	4	4
Clumping	1	1
clumps	4	4
Clumpy-	1	1
clumpy	4	3
Clumpy	11	2
clumsier	2	2
clumsiest	3	3
clumsily	8	8
clumsiness	15	13
clumsy-ass	1	1
clumsy	234	198
Clumsy	40	38
CLUMSY	1	1
clung	24	22
clunge	1	1
clunk	25	22
Clunk	5	4
CLUNK	2	1
clunked	3	3
clunker	9	7
Clunker	1	1
clunkers	1	1
clunking	4	4
Clunking	5	3
clunks	4	4
clunky	17	10
Clunky	1	1
Cluny	2	1
Clure	1	1
cluricanes	1	1
Clurman	22	1
Clurmans	1	1
clusivity	1	1
cluster	63	52
Cluster	4	4
clustered	4	4
clusterfuck	3	3
clustering	2	2
clusters	37	30
Clusters	1	1
clutch--	1	1
clutch-type	1	1
clutch	118	78
Clutch	9	6
clutched	11	11
Clutched	3	3
clutches	43	40
clutchin	1	1
clutching	35	33
Clutching	1	1
clutchy	2	2
Clute	5	3
clutter-free	1	1
clutter	34	31
Clutter	14	4
Clutterbuck	10	1
Clutterbury	1	1
cluttered	23	23
cluttering	9	9
Cluttering	1	1
clutters	4	3
Clutters	8	1
Clutty	2	1
ClV	1	1
ClVIL	1	1
Clybourn	2	2
Clybourne	11	1
Clyde--	1	1
Clyde-Lovellette	1	1
Clyde-o	1	1
clyde	1	1
Clyde	404	106
CLYDE	4	1
Clydesdale	7	7
Clydesdales	2	2
Clyfford	3	1
Clymer--	1	1
Clymer	11	1
clypeiform	1	1
CLYpriority	1	1
Clytemenstra	1	1
Clytemnestra	7	3
CM-LM	1	1
cm	20	15
CM	6	4
CMA	1	1
CMAs	1	1
CMB	12	2
CMC	1	1
CMDF	2	1
Cmdr	47	11
CMDR	1	1
CmdrTaco	1	1
CME	1	1
CMH	2	1
Cmndt	3	1
CMO	2	1
Cmon	2	1
CMP	1	1
cmply	1	1
CMR	6	1
cms	2	2
CMT	3	1
CMV	8	2
CN-	1	1
cn	1	1
Cn	1	1
CN	1	1
CNA	9	4
CNBC	9	5
CNC	1	1
cnch	2	2
CNG	2	1
CNM	1	1
CNMA	1	1
cnn	1	1
Cnn	1	1
CNN	112	88
�nnec	1	1
cNo	1	1
CNO	3	3
CNQ	1	1
CNS	11	4
cNST	1	1
CNST	2	2
CNT	2	2
cnufos	1	1
CNX	1	1
co--	2	2
CO--	1	1
co--I	1	1
Co-	1	1
CO-	7	5
co-agent	4	2
co-anchor	5	3
co-artistic	1	1
co-author	4	4
co-authored	2	2
co-authoring	1	1
co-authors	1	1
co-ax	2	2
co-belligerent	1	1
co-beneficiaries	1	1
co-captain	4	4
Co-captain	3	3
Co-Captain	3	1
co-captains	2	2
co-CEOs	1	1
co-chair	5	4
co-chairing	1	1
co-chairs	1	1
co-champion	1	1
co-champions	1	1
co-cheerleader	2	1
Co-co-co-co-co-c	3	1
co-co	1	1
Co-co	1	1
co-colas	1	1
co-combatant	1	1
Co-Come	1	1
co-command	2	2
co-commanders	1	1
co-conspirator	5	5
co-conspirators	8	6
co-controller	1	1
co-counsel	17	12
Co-counsel	4	3
co-counseling	2	2
co-counsels	1	1
co-creator	1	1
co-creators	1	1
co-de	1	1
co-decorate	1	1
co-defendant	5	5
co-defendants	2	2
co-dependency	1	1
co-dependent	7	7
Co-dependent	1	1
co-directed	1	1
co-director	2	2
co-discovered	1	1
co-discoverer	2	1
co-ed	23	15
Co-ed	2	2
CO-ED	1	1
co-editor	1	1
co-eds	4	4
co-educational	1	1
co-executive	1	1
co-exist	3	3
Co-exist	1	1
co-facilitator	1	1
co-finance	1	1
co-financed	1	1
co-founded	1	1
co-founder	5	3
co-guardianship	1	1
co-habited	1	1
Co-han	1	1
Co-Hard-on	1	1
Co-heads	1	1
co-host	3	3
co-hostesses	1	1
co-hosts	2	2
co-hypnosis	1	1
co-incidence	2	1
co-inky-dink	1	1
co-llab-	1	1
co-llapse	1	1
co-localize	1	1
co-manage	2	1
co-manager	1	1
Co-ming	1	1
co-mingling	3	2
co-models	1	1
co-morbidity	1	1
co-o-ome	1	1
co-op	36	31
Co-op	3	3
co-operate	19	15
Co-operate	4	4
co-operated	4	4
co-operating	4	4
co-operation	19	16
Co-operation	2	2
co-operative	14	12
Co-operaton	1	1
co-ops	5	5
co-opt	3	3
co-opted	6	5
co-opting	3	3
Co-opting	1	1
co-ordinate	4	4
co-ordinated	1	1
